subscription_id,opportunity_id,account,product,sales_agent,start_date,renewal_date,starting_arr,renewal_outcome,renewal_arr
SUB-03676,FJEL0TDN,Conecom,MG Special,Versie Hillebrand,2017-10-07,2018-10-07,58.0,Churned,0.0
SUB-03677,3Q5R6HAY,Doncon,MG Advanced,Vicki Laflamme,2017-10-08,2018-10-08,3435.0,Renewed Flat,3435.0
SUB-03678,KFZ37330,Konex,GTX Basic,Boris Faz,2017-12-14,2018-12-14,492.0,Renewed Flat,492.0
SUB-03679,T64JVA4T,Xx-zobam,GTXPro,Boris Faz,2017-10-07,2018-10-07,4401.0,Renewed Flat,4401.0
SUB-03680,Y5C1Q7UR,Zathunicon,MG Special,Cassey Cress,2017-12-26,2018-12-26,50.0,Renewed Flat,50.0
SUB-03681,VN0XOAB6,Bubba Gump,MG Advanced,Cassey Cress,2017-11-12,2018-11-12,3333.0,Renewed Flat,3333.0
SUB-03682,MVZG0BSG,Donware,GTX Plus Basic,Corliss Cosme,2017-10-16,2018-10-16,1095.0,Renewed Flat,1095.0
SUB-03683,EM1W738H,dambase,GTX Plus Pro,Darcel Schlecht,2017-11-22,2018-11-22,5595.0,Renewed Flat,5595.0
SUB-03684,13WLN2MJ,Finhigh,GTXPro,Darcel Schlecht,2017-10-08,2018-10-08,4461.0,Expansion,4919.05
SUB-03685,U3FTUG3T,Streethex,GTX Basic,Gladys Colclough,2017-11-20,2018-11-20,415.0,Renewed Flat,415.0
SUB-03686,RS13M1ZP,Stanredtax,MG Advanced,Gladys Colclough,2017-10-08,2018-10-08,3212.0,Expansion,3991.17
SUB-03687,10B65ZN9,Groovestreet,GTX Basic,James Ascencio,2017-12-31,2018-12-28,457.0,Renewed Flat,457.0
SUB-03688,LVMPJ8JN,Codehow,GTX Basic,Jonathan Berthelot,2017-12-31,2018-12-28,546.0,Renewed Flat,546.0
SUB-03689,0ISX53T3,Globex Corporation,GTX Basic,Lajuana Vencill,2017-12-21,2018-12-21,453.0,Renewed Flat,453.0
SUB-03690,Q4KZSJ6Q,dambase,GTX Basic,Moses Frase,2017-10-07,2018-10-07,510.0,Renewed Flat,510.0
SUB-03691,1IABHXOP,Gogozoom,GTX Basic,Moses Frase,2017-10-14,2018-10-14,552.0,Renewed Flat,552.0
SUB-03692,2RE0MZGV,Zencorporation,MG Advanced,Reed Clapper,2017-10-07,2018-10-07,3203.0,Renewed Flat,3203.0
SUB-03693,JLKLRCFZ,The New York Inquirer,GTX Plus Pro,Rosie Papadopoulos,2017-10-14,2018-10-14,6228.0,Churned,0.0
SUB-03694,2X9KWWCP,dambase,MG Special,Versie Hillebrand,2017-10-11,2018-10-11,59.0,Contraction,46.46
SUB-03695,GU4HXZ55,Condax,GTX Plus Basic,Zane Levy,2017-12-23,2018-12-23,1129.0,Renewed Flat,1129.0
SUB-03696,JQK0EF45,Streethex,GTX Plus Pro,Anna Snelling,2017-10-13,2018-10-13,5349.0,Renewed Flat,5349.0
SUB-03697,YUUD6GIT,Umbrella Corporation,GTX Plus Basic,Boris Faz,2017-11-19,2018-11-19,1148.0,Expansion,1535.38
SUB-03698,SQMPV6L6,Toughzap,MG Special,Cecily Lampkin,2017-10-19,2018-10-19,52.0,Renewed Flat,52.0
SUB-03699,N9ZBEJFI,Finhigh,MG Advanced,Cecily Lampkin,2017-12-28,2018-12-28,3253.0,Renewed Flat,3253.0
SUB-03700,EKXXH9IK,Gekko & Co,GTX Plus Basic,Daniell Hammack,2017-11-04,2018-11-04,1267.0,Contraction,1059.93
SUB-03701,OC6ZMTK5,Initech,GTX Plus Basic,Daniell Hammack,2017-10-13,2018-10-13,1096.0,Expansion,1470.46
SUB-03702,1XO519P4,Genco Pura Olive Oil Company,MG Special,Darcel Schlecht,2017-12-30,2018-12-28,54.0,Renewed Flat,54.0
SUB-03703,UBWO7HIV,Green-Plus,MG Advanced,Hayden Neloms,2017-12-13,2018-12-13,3293.0,Renewed Flat,3293.0
SUB-03704,00X8VEYH,Rundofase,GTXPro,Jonathan Berthelot,2017-12-22,2018-12-22,4404.0,Renewed Flat,4404.0
SUB-03705,ZJ11PBUV,Zumgoity,GTXPro,Jonathan Berthelot,2017-10-09,2018-10-09,5212.0,Renewed Flat,5212.0
SUB-03706,MF6S92GQ,Dalttechnology,GTX Basic,Kary Hendrixson,2017-12-08,2018-12-08,488.0,Renewed Flat,488.0
SUB-03707,KTZDTM8W,Globex Corporation,GTX Basic,Lajuana Vencill,2017-10-13,2018-10-13,594.0,Churned,0.0
SUB-03708,SH0S5N6U,Singletechno,GTX Basic,Markita Hansen,2017-12-30,2018-12-28,464.0,Renewed Flat,464.0
SUB-03709,M3306MKK,Cheers,MG Special,Markita Hansen,2017-12-13,2018-12-13,53.0,Renewed Flat,53.0
SUB-03710,FCEJCRKY,Streethex,GTX Basic,Marty Freudenburg,2017-10-08,2018-10-08,661.0,Renewed Flat,661.0
SUB-03711,FTVBHHFC,Genco Pura Olive Oil Company,GTX Plus Basic,Marty Freudenburg,2017-10-14,2018-10-14,1240.0,Renewed Flat,1240.0
SUB-03712,CXE6ORIJ,Isdom,MG Advanced,Marty Freudenburg,2017-12-20,2018-12-20,2763.0,Renewed Flat,2763.0
SUB-03713,QFIEJY21,Condax,GTX Basic,Maureen Marcano,2017-12-05,2018-12-05,610.0,Renewed Flat,610.0
SUB-03714,4OUTIJAR,Hatfan,MG Special,Maureen Marcano,2017-12-14,2018-12-14,59.0,Renewed Flat,59.0
SUB-03715,R19OP4QL,Rangreen,GTX Basic,Moses Frase,2017-10-19,2018-10-19,577.0,Expansion,682.36
SUB-03716,O7WVUMZ5,Finjob,GTX Plus Basic,Vicki Laflamme,2017-10-09,2018-10-09,1139.0,Expansion,1565.38
SUB-03717,NRMFYPAD,Treequote,GTX Plus Pro,Anna Snelling,2017-12-30,2018-12-28,6038.0,Renewed Flat,6038.0
SUB-03718,63HMAJCZ,Umbrella Corporation,GTXPro,Boris Faz,2017-10-14,2018-10-14,4605.0,Renewed Flat,4605.0
SUB-03719,MR49QBLO,Konex,MG Advanced,Boris Faz,2017-11-21,2018-11-21,3264.0,Renewed Flat,3264.0
SUB-03720,V7C6RT5S,Betasoloin,MG Advanced,Cassey Cress,2017-10-17,2018-10-17,3472.0,Renewed Flat,3472.0
SUB-03721,G1POINXI,Rangreen,GTX Plus Basic,Cecily Lampkin,2017-10-15,2018-10-15,1186.0,Renewed Flat,1186.0
SUB-03722,5J7T0GZU,Sumace,GTXPro,Daniell Hammack,2017-12-14,2018-12-14,4964.0,Renewed Flat,4964.0
SUB-03723,G8C3GRPO,Vehement Capital Partners,MG Advanced,Garret Kinder,2017-10-20,2018-10-20,2812.0,Renewed Flat,2812.0
SUB-03724,IEJHIQYI,Blackzim,MG Advanced,Hayden Neloms,2017-12-22,2018-12-22,3517.0,Renewed Flat,3517.0
SUB-03725,1ZT4IROS,Xx-holding,GTX Basic,Kami Bicknell,2017-10-10,2018-10-10,608.0,Renewed Flat,608.0
SUB-03726,60QEB2FZ,Fasehatice,GTX Plus Pro,Kary Hendrixson,2017-10-16,2018-10-16,4989.0,Renewed Flat,4989.0
SUB-03727,2PX317QP,Newex,GTXPro,Kary Hendrixson,2017-11-23,2018-11-23,4780.0,Renewed Flat,4780.0
SUB-03728,8ZIX3LAF,Newex,MG Advanced,Vicki Laflamme,2017-10-09,2018-10-09,3023.0,Churned,0.0
SUB-03729,H9M21153,Ron-tech,MG Advanced,Anna Snelling,2017-10-20,2018-10-20,3100.0,Expansion,3632.07
SUB-03730,JV0KXH4X,Donquadtech,GTX Plus Pro,Boris Faz,2017-12-30,2018-12-28,6406.0,Expansion,8311.7
SUB-03731,V9UM2K16,Kinnamplus,GTX Plus Pro,Corliss Cosme,2017-10-15,2018-10-15,5711.0,Renewed Flat,5711.0
SUB-03732,SRV6TQ2E,Ontomedia,MG Special,Daniell Hammack,2017-10-18,2018-10-18,58.0,Renewed Flat,58.0
SUB-03733,B24YQ6LA,Zotware,GTX Basic,Garret Kinder,2017-10-10,2018-10-10,552.0,Renewed Flat,552.0
SUB-03734,RYELEM60,The New York Inquirer,MG Advanced,Garret Kinder,2017-10-20,2018-10-20,3215.0,Renewed Flat,3215.0
SUB-03735,JKIAA2TF,Finjob,GTX Plus Basic,James Ascencio,2017-11-23,2018-11-23,1112.0,Renewed Flat,1112.0
SUB-03736,SPRK2YOB,Warephase,GTX Plus Basic,Jonathan Berthelot,2017-11-25,2018-11-25,1190.0,Renewed Flat,1190.0
SUB-03737,8F7VHV02,Finjob,GTX Basic,Kami Bicknell,2017-12-22,2018-12-22,446.0,Renewed Flat,446.0
SUB-03738,7FGVY6GK,Konex,GTX Basic,Kami Bicknell,2017-10-10,2018-10-10,565.0,Renewed Flat,565.0
SUB-03739,C35YI5NJ,Singletechno,GTXPro,Markita Hansen,2017-12-25,2018-12-25,4753.0,Renewed Flat,4753.0
SUB-03740,JIH6P53I,Stanredtax,GTX Plus Basic,Niesha Huffines,2017-10-10,2018-10-10,1129.0,Renewed Flat,1129.0
SUB-03741,WKTVP5WY,Sunnamplex,MG Special,Rosalina Dieter,2017-10-10,2018-10-10,56.0,Renewed Flat,56.0
SUB-03742,10N0ZBYO,Singletechno,MG Advanced,Rosalina Dieter,2017-10-11,2018-10-11,3435.0,Expansion,3912.23
SUB-03743,IUVAUQ6I,Rangreen,MG Advanced,Versie Hillebrand,2017-10-14,2018-10-14,3860.0,Churned,0.0
SUB-03744,03H4RXBI,Y-corporation,GTX Basic,Zane Levy,2017-12-17,2018-12-17,482.0,Renewed Flat,482.0
SUB-03745,OHD4TPKZ,Gogozoom,GTX Plus Basic,Anna Snelling,2017-10-11,2018-10-11,1166.0,Renewed Flat,1166.0
SUB-03746,MKI4TLUN,Zencorporation,GTXPro,Daniell Hammack,2017-12-18,2018-12-18,5112.0,Renewed Flat,5112.0
SUB-03747,GQT2DFWZ,Treequote,MG Advanced,Jonathan Berthelot,2017-10-20,2018-10-20,3892.0,Renewed Flat,3892.0
SUB-03748,IQ9GMTBR,Dalttechnology,GTX Basic,Kami Bicknell,2017-10-11,2018-10-11,473.0,Expansion,613.66
SUB-03749,VB26KWQ6,Faxquote,GTX Basic,Kary Hendrixson,2017-11-20,2018-11-20,511.0,Renewed Flat,511.0
SUB-03750,7J1UD7ZW,Hottechi,GTX Basic,Kary Hendrixson,2017-10-12,2018-10-12,509.0,Expansion,598.98
SUB-03751,VR6NO9FA,Labdrill,GTX Basic,Kary Hendrixson,2017-10-22,2018-10-22,528.0,Renewed Flat,528.0
SUB-03752,O8QGRK5P,Sunnamplex,GTX Basic,Kary Hendrixson,2017-10-14,2018-10-14,549.0,Renewed Flat,549.0
SUB-03753,60RDU2SZ,Globex Corporation,MG Advanced,Marty Freudenburg,2017-10-17,2018-10-17,3578.0,Renewed Flat,3578.0
SUB-03754,X2I316HD,dambase,GTX Basic,Moses Frase,2017-12-29,2018-12-28,523.0,Churned,0.0
SUB-03755,K5DNNWYT,Zencorporation,GTXPro,Rosie Papadopoulos,2017-10-11,2018-10-11,4575.0,Renewed Flat,4575.0
SUB-03756,941E65Z7,Plusstrip,GTXPro,Vicki Laflamme,2017-10-12,2018-10-12,4552.0,Renewed Flat,4552.0
SUB-03757,VR1XYM23,Blackzim,GTX Basic,Zane Levy,2017-12-23,2018-12-23,551.0,Churned,0.0
SUB-03758,TQ6BTW2Z,Faxquote,GTX Basic,Zane Levy,2017-10-18,2018-10-18,545.0,Renewed Flat,545.0
SUB-03759,IVSOSC0E,Y-corporation,GTX Plus Basic,Zane Levy,2017-10-15,2018-10-15,1134.0,Expansion,1268.05
SUB-03760,4VZ0JIVZ,Scottech,MG Advanced,Anna Snelling,2017-10-16,2018-10-16,3434.0,Renewed Flat,3434.0
SUB-03761,FNCXBWHQ,Condax,GTX Basic,Boris Faz,2017-12-27,2018-12-27,505.0,Churned,0.0
SUB-03762,Q306R9K4,Ganjaflex,GTX Plus Basic,Boris Faz,2017-10-21,2018-10-21,1066.0,Renewed Flat,1066.0
SUB-03763,KHRY7J40,Zathunicon,GTX Basic,Cassey Cress,2017-11-12,2018-11-12,580.0,Renewed Flat,580.0
SUB-03764,AP9MLRZJ,Initech,GTXPro,Corliss Cosme,2017-12-20,2018-12-20,4501.0,Expansion,6063.27
SUB-03765,X4LSK4OE,Treequote,GTX Plus Pro,Darcel Schlecht,2017-11-03,2018-11-03,6182.0,Renewed Flat,6182.0
SUB-03766,M1ZZYSTB,Bubba Gump,GTXPro,Donn Cantrell,2017-10-12,2018-10-12,4763.0,Renewed Flat,4763.0
SUB-03767,0UOIGVEO,Gekko & Co,MG Advanced,Donn Cantrell,2017-10-20,2018-10-20,3024.0,Renewed Flat,3024.0
SUB-03768,TS3P4VMD,Goodsilron,GTX Plus Pro,James Ascencio,2017-10-19,2018-10-19,6751.0,Renewed Flat,6751.0
SUB-03769,8PEB9FHX,Goodsilron,MG Special,James Ascencio,2017-10-18,2018-10-18,54.0,Churned,0.0
SUB-03770,V1YT1LP1,Stanredtax,GTX Basic,Jonathan Berthelot,2017-12-25,2018-12-25,592.0,Contraction,372.45
SUB-03771,DTIZX4YN,Cancity,GTX Plus Basic,Jonathan Berthelot,2017-10-22,2018-10-22,969.0,Expansion,1220.45
SUB-03772,KMBY0IGV,Dalttechnology,MG Special,Kami Bicknell,2017-10-12,2018-10-12,48.0,Renewed Flat,48.0
SUB-03773,SBF5S7LF,Hatfan,GTX Plus Pro,Kary Hendrixson,2017-10-21,2018-10-21,6555.0,Renewed Flat,6555.0
SUB-03774,TVBY6CND,Bioholding,GTX Plus Pro,Marty Freudenburg,2017-12-15,2018-12-15,5271.0,Renewed Flat,5271.0
SUB-03775,47QKNXLO,Yearin,GTX Basic,Rosie Papadopoulos,2017-12-10,2018-12-10,472.0,Renewed Flat,472.0
SUB-03776,VW2PJALW,Cancity,GTX Plus Pro,Versie Hillebrand,2017-11-29,2018-11-28,5211.0,Renewed Flat,5211.0
SUB-03777,GVLIYD9A,Y-corporation,GTX Basic,Vicki Laflamme,2017-12-11,2018-12-11,430.0,Expansion,526.56
SUB-03778,4P5BOQB5,Singletechno,GTXPro,Zane Levy,2017-12-22,2018-12-22,4545.0,Renewed Flat,4545.0
SUB-03779,35HVN8Q3,Scottech,GTX Basic,Jonathan Berthelot,2017-10-21,2018-10-21,528.0,Renewed Flat,528.0
SUB-03780,PNNZM0OZ,Conecom,GTXPro,Jonathan Berthelot,2017-12-28,2018-12-28,5064.0,Renewed Flat,5064.0
SUB-03781,UYZQCWAC,Conecom,MG Advanced,Jonathan Berthelot,2017-12-06,2018-12-06,3203.0,Renewed Flat,3203.0
SUB-03782,K0YFUK4X,Scotfind,GTX Basic,Kami Bicknell,2017-11-02,2018-11-02,549.0,Renewed Flat,549.0
SUB-03783,TUL0TZSR,Dalttechnology,GTX Basic,Kary Hendrixson,2017-10-23,2018-10-23,594.0,Churned,0.0
SUB-03784,82LY53FE,Labdrill,GTX Basic,Markita Hansen,2017-11-01,2018-11-01,529.0,Renewed Flat,529.0
SUB-03785,XRJTRP20,Fasehatice,GTXPro,Maureen Marcano,2017-10-17,2018-10-17,4505.0,Renewed Flat,4505.0
SUB-03786,D00FIU21,Finhigh,GTX Basic,Moses Frase,2017-12-11,2018-12-11,457.0,Renewed Flat,457.0
SUB-03787,C48I5WD9,Warephase,MG Advanced,Moses Frase,2017-10-13,2018-10-13,3090.0,Renewed Flat,3090.0
SUB-03788,HG0N3NJ4,Zencorporation,MG Special,Reed Clapper,2017-10-14,2018-10-14,53.0,Renewed Flat,53.0
SUB-03789,5ZUKTSJV,Gekko & Co,GTX Plus Basic,Violet Mclelland,2017-10-17,2018-10-17,1004.0,Contraction,735.84
SUB-03790,MBYY3F5P,J-Texon,GTX Basic,Zane Levy,2017-10-21,2018-10-21,696.0,Renewed Flat,696.0
SUB-03791,76GEYK0T,Opentech,GTX Plus Basic,Cassey Cress,2017-10-23,2018-10-23,888.0,Renewed Flat,888.0
SUB-03792,H54N095V,Gogozoom,GTXPro,Darcel Schlecht,2017-10-24,2018-10-24,4767.0,Contraction,3324.49
SUB-03793,FQPECFYO,Hottechi,GTXPro,Darcel Schlecht,2017-12-20,2018-12-20,4869.0,Renewed Flat,4869.0
SUB-03794,933OT3AE,Ron-tech,MG Advanced,Darcel Schlecht,2017-10-14,2018-10-14,3475.0,Expansion,4271.39
SUB-03795,3IQ19UZ2,Kan-code,MG Advanced,Hayden Neloms,2017-10-14,2018-10-14,3250.0,Expansion,4168.2
SUB-03796,GZYL4SG1,Rangreen,GTX Plus Basic,Moses Frase,2017-10-26,2018-10-26,978.0,Renewed Flat,978.0
SUB-03797,7ZASHEBX,Bubba Gump,MG Special,Reed Clapper,2017-12-14,2018-12-14,49.0,Renewed Flat,49.0
SUB-03798,WJ9JNMJ2,Stanredtax,MG Special,Versie Hillebrand,2017-10-24,2018-10-24,49.0,Expansion,67.51
SUB-03799,8U3LICIW,Hottechi,GTX Basic,Vicki Laflamme,2017-12-10,2018-12-10,563.0,Renewed Flat,563.0
SUB-03800,MJXPSHYT,Zencorporation,MG Special,Violet Mclelland,2017-10-24,2018-10-24,53.0,Contraction,38.92
SUB-03801,AF8SULB0,Rangreen,GTX Plus Basic,Cecily Lampkin,2017-10-26,2018-10-26,1168.0,Renewed Flat,1168.0
SUB-03802,N8BM4XEP,The New York Inquirer,GTX Basic,Corliss Cosme,2017-11-17,2018-11-17,560.0,Expansion,781.14
SUB-03803,KG9R5M1Y,Dontechi,GTXPro,Darcel Schlecht,2017-10-18,2018-10-18,4810.0,Renewed Flat,4810.0
SUB-03804,3W1Y39BY,Silis,GTXPro,Donn Cantrell,2017-10-24,2018-10-24,4521.0,Renewed Flat,4521.0
SUB-03805,93AE6QM4,Hatfan,GTX Plus Basic,Hayden Neloms,2017-10-15,2018-10-15,881.0,Contraction,608.38
SUB-03806,ICD9OMSF,Conecom,GTX Basic,Jonathan Berthelot,2017-10-22,2018-10-22,472.0,Renewed Flat,472.0
SUB-03807,IHJEX21Z,Newex,GTX Basic,Kami Bicknell,2017-12-03,2018-12-03,562.0,Renewed Flat,562.0
SUB-03808,0NKINI7S,Toughzap,MG Special,Lajuana Vencill,2017-10-16,2018-10-16,42.0,Churned,0.0
SUB-03809,OB3OK8BQ,Dontechi,GTX Basic,Marty Freudenburg,2017-12-26,2018-12-26,615.0,Renewed Flat,615.0
SUB-03810,FDMK85GD,Scottech,MG Special,Versie Hillebrand,2017-10-22,2018-10-22,58.0,Expansion,75.8
SUB-03811,CYAL1N0B,Xx-holding,GTXPro,Zane Levy,2017-10-15,2018-10-15,4882.0,Renewed Flat,4882.0
SUB-03812,BUFF2EP5,Kinnamplus,GTXPro,Daniell Hammack,2017-11-01,2018-11-01,5113.0,Renewed Flat,5113.0
SUB-03813,IQRA0Q8C,Ron-tech,GTX Plus Basic,Darcel Schlecht,2017-10-16,2018-10-16,1154.0,Renewed Flat,1154.0
SUB-03814,14P6935C,Dontechi,GTXPro,Darcel Schlecht,2017-10-16,2018-10-16,4885.0,Churned,0.0
SUB-03815,U220GK9W,Streethex,GTXPro,Darcel Schlecht,2017-10-16,2018-10-16,4936.0,Renewed Flat,4936.0
SUB-03816,03R1VC7O,Condax,GTX Plus Basic,Donn Cantrell,2017-10-28,2018-10-28,1062.0,Renewed Flat,1062.0
SUB-03817,C0H6SU2X,Groovestreet,GTX Plus Basic,Hayden Neloms,2017-12-20,2018-12-20,954.0,Renewed Flat,954.0
SUB-03818,XFNYWN7B,Xx-holding,GTX Plus Basic,Kary Hendrixson,2017-10-16,2018-10-16,868.0,Renewed Flat,868.0
SUB-03819,6NFIUDKS,Doncon,GTX Plus Pro,Kary Hendrixson,2017-11-26,2018-11-26,5867.0,Renewed Flat,5867.0
SUB-03820,4TD018BE,Fasehatice,GTXPro,Kary Hendrixson,2017-10-16,2018-10-16,5344.0,Renewed Flat,5344.0
SUB-03821,LFM4SMIA,Codehow,GTX Plus Pro,Moses Frase,2017-10-23,2018-10-23,5449.0,Renewed Flat,5449.0
SUB-03822,UDXS7H12,Initech,GTX Plus Pro,Reed Clapper,2017-11-28,2018-11-28,4500.0,Expansion,5074.07
SUB-03823,X4KAK55N,Sumace,MG Special,Wilburn Farren,2017-10-23,2018-10-23,51.0,Renewed Flat,51.0
SUB-03824,AHOYDL01,Dalttechnology,GTX Plus Pro,Zane Levy,2017-10-23,2018-10-23,6637.0,Churned,0.0
SUB-03825,R5ILWVDD,Stanredtax,MG Special,Anna Snelling,2017-12-13,2018-12-13,57.0,Expansion,75.07
SUB-03826,J5WP57XS,Statholdings,GTX Plus Basic,Cecily Lampkin,2017-11-03,2018-11-03,990.0,Expansion,1140.35
SUB-03827,VPD4G16I,Zencorporation,GTXPro,Corliss Cosme,2017-10-17,2018-10-17,4247.0,Expansion,5550.31
SUB-03828,Z173R82Y,Sumace,GTX Plus Basic,Daniell Hammack,2017-12-25,2018-12-25,1008.0,Renewed Flat,1008.0
SUB-03829,OWGXQLJS,Ron-tech,GTXPro,Darcel Schlecht,2017-10-25,2018-10-25,4834.0,Churned,0.0
SUB-03830,Y4SN1R3L,Conecom,MG Advanced,Darcel Schlecht,2017-10-17,2018-10-17,3490.0,Renewed Flat,3490.0
SUB-03831,JLB353E4,Cheers,MG Advanced,Hayden Neloms,2017-10-20,2018-10-20,3744.0,Renewed Flat,3744.0
SUB-03832,48HBI36Y,Nam-zim,GTX Basic,Kary Hendrixson,2017-11-12,2018-11-12,591.0,Expansion,752.28
SUB-03833,ME7IZ1WY,Dalttechnology,MG Special,Kary Hendrixson,2017-10-24,2018-10-24,48.0,Renewed Flat,48.0
SUB-03834,STC921ZX,Golddex,GTX Plus Basic,Markita Hansen,2017-10-23,2018-10-23,1060.0,Renewed Flat,1060.0
SUB-03835,W2QJUK1Y,Betatech,GTX Basic,Moses Frase,2017-10-28,2018-10-28,562.0,Expansion,676.86
SUB-03836,P570QB1D,Isdom,MG Special,Versie Hillebrand,2017-10-17,2018-10-17,57.0,Expansion,69.82
SUB-03837,IWS4PKPP,Green-Plus,GTX Basic,Vicki Laflamme,2017-12-21,2018-12-21,535.0,Churned,0.0
SUB-03838,GB3S67FY,Condax,GTXPro,Vicki Laflamme,2017-10-25,2018-10-25,4580.0,Churned,0.0
SUB-03839,0W8VWJDS,Lexiqvolax,MG Special,Vicki Laflamme,2017-10-18,2018-10-18,56.0,Renewed Flat,56.0
SUB-03840,5J9ELX2Y,Goodsilron,GTX Plus Pro,Zane Levy,2017-10-23,2018-10-23,4942.0,Renewed Flat,4942.0
SUB-03841,SQE6KE7V,dambase,MG Special,Anna Snelling,2017-10-23,2018-10-23,55.0,Renewed Flat,55.0
SUB-03842,0SQM849O,Xx-zobam,GTXPro,Cassey Cress,2017-10-29,2018-10-28,5144.0,Renewed Flat,5144.0
SUB-03843,C933ZQBB,Cancity,GTXPro,Darcel Schlecht,2017-10-23,2018-10-23,5458.0,Expansion,6630.08
SUB-03844,M2VKMZPH,Stanredtax,GTXPro,Jonathan Berthelot,2017-10-19,2018-10-19,5046.0,Renewed Flat,5046.0
SUB-03845,1UPVYK3H,dambase,MG Special,Marty Freudenburg,2017-10-26,2018-10-26,64.0,Renewed Flat,64.0
SUB-03846,MUODVNBC,Betatech,MG Special,Versie Hillebrand,2017-10-27,2018-10-27,54.0,Renewed Flat,54.0
SUB-03847,02G0NJCN,Xx-holding,MG Special,Vicki Laflamme,2017-10-26,2018-10-26,68.0,Renewed Flat,68.0
SUB-03848,NXHAAD08,Kan-code,GTX Plus Basic,Zane Levy,2017-12-10,2018-12-10,1129.0,Renewed Flat,1129.0
SUB-03849,9Q710H4R,Inity,GTX Plus Basic,Cecily Lampkin,2017-10-20,2018-10-20,1200.0,Renewed Flat,1200.0
SUB-03850,4QU2EXEY,Globex Corporation,MG Advanced,Cecily Lampkin,2017-12-19,2018-12-19,3164.0,Renewed Flat,3164.0
SUB-03851,42CA70FG,Zotware,MG Advanced,Corliss Cosme,2017-10-26,2018-10-26,3225.0,Expansion,3927.61
SUB-03852,PY96Q77S,Rangreen,GTXPro,Darcel Schlecht,2017-10-20,2018-10-20,4130.0,Renewed Flat,4130.0
SUB-03853,Z216TKEU,Singletechno,MG Special,Elease Gluck,2017-10-20,2018-10-20,47.0,Renewed Flat,47.0
SUB-03854,9EHFBSBG,Konex,GTX Plus Pro,Garret Kinder,2017-10-25,2018-10-25,4751.0,Renewed Flat,4751.0
SUB-03855,V2YD7XYV,Y-corporation,MG Special,Hayden Neloms,2017-12-20,2018-12-20,51.0,Renewed Flat,51.0
SUB-03856,1GVU0QTO,Singletechno,MG Advanced,Hayden Neloms,2017-10-22,2018-10-22,3696.0,Renewed Flat,3696.0
SUB-03857,IHBYI8IO,Groovestreet,MG Advanced,Kami Bicknell,2017-10-24,2018-10-24,3536.0,Renewed Flat,3536.0
SUB-03858,VVM450RP,Plusstrip,MG Special,Kary Hendrixson,2017-12-17,2018-12-17,59.0,Renewed Flat,59.0
SUB-03859,60KWQS2V,Funholding,GTX Basic,Lajuana Vencill,2017-10-20,2018-10-20,474.0,Renewed Flat,474.0
SUB-03860,1RND0S0B,Bioholding,MG Special,Marty Freudenburg,2017-10-30,2018-10-28,43.0,Renewed Flat,43.0
SUB-03861,WI0LMD20,Hottechi,MG Special,Marty Freudenburg,2017-12-19,2018-12-19,60.0,Renewed Flat,60.0
SUB-03862,5UEA6KVU,Ron-tech,GTX Basic,Niesha Huffines,2017-10-27,2018-10-27,461.0,Renewed Flat,461.0
SUB-03863,3Y1LN6CQ,Gekko & Co,MG Special,Reed Clapper,2017-10-19,2018-10-19,54.0,Renewed Flat,54.0
SUB-03864,DXAO9R8N,Rantouch,MG Advanced,Vicki Laflamme,2017-10-27,2018-10-27,3363.0,Renewed Flat,3363.0
SUB-03865,PN0IWJ0N,Hottechi,GTX Plus Basic,Anna Snelling,2017-10-30,2018-10-28,1089.0,Expansion,1240.49
SUB-03866,7FVUE0GY,Acme Corporation,GTX Plus Basic,Cassey Cress,2017-10-21,2018-10-21,1096.0,Renewed Flat,1096.0
SUB-03867,FAIFAGJM,Ron-tech,MG Special,Cecily Lampkin,2017-10-29,2018-10-28,62.0,Renewed Flat,62.0
SUB-03868,BP3I9G0F,Konex,GTX Plus Basic,Corliss Cosme,2017-10-21,2018-10-21,1105.0,Renewed Flat,1105.0
SUB-03869,5YIWOUOZ,Bioplex,GTXPro,Daniell Hammack,2017-10-24,2018-10-24,4353.0,Renewed Flat,4353.0
SUB-03870,UUCSEHJX,Warephase,GTX Plus Pro,Darcel Schlecht,2017-10-27,2018-10-27,6276.0,Renewed Flat,6276.0
SUB-03871,OQQWTFSZ,Betatech,GTXPro,Darcel Schlecht,2017-10-27,2018-10-27,4688.0,Renewed Flat,4688.0
SUB-03872,YDZZNTEZ,Opentech,MG Advanced,Garret Kinder,2017-11-01,2018-11-01,3422.0,Expansion,4017.0
SUB-03873,Q6MGPT50,Inity,GTXPro,Gladys Colclough,2017-12-09,2018-12-09,5192.0,Renewed Flat,5192.0
SUB-03874,ENL7MDL2,Hottechi,GTX Plus Basic,Hayden Neloms,2017-10-28,2018-10-28,1226.0,Expansion,1467.55
SUB-03875,CLHPJZHP,J-Texon,GTX Plus Pro,Hayden Neloms,2017-10-25,2018-10-25,4552.0,Churned,0.0
SUB-03876,XO4ZYI3G,Xx-holding,GTX Plus Pro,James Ascencio,2017-10-26,2018-10-26,5569.0,Renewed Flat,5569.0
SUB-03877,RSBEC5KF,Fasehatice,GTXPro,James Ascencio,2017-10-20,2018-10-20,4389.0,Renewed Flat,4389.0
SUB-03878,MV4DK68W,Ron-tech,GTX Basic,Lajuana Vencill,2017-10-26,2018-10-26,451.0,Renewed Flat,451.0
